DATE,COUNT,SECONDS
2017-09-05,65445,68107076
2017-09-06,42295,35230318
2017-09-07,69519,70349049
2017-09-08,69574,66346250
2017-09-09,60155,68460141
2017-09-10,60711,68457603
2017-09-11,71917,70531473
2017-09-12,74580,69183896
2017-09-13,69566,67018425
2017-09-14,72071,63199308
2017-09-15,72297,74814470
2017-09-16,61036,67217804
2017-09-17,59967,67214582
2017-09-18,64130,56402097
2017-09-19,57910,48540272
2017-09-20,71150,65424314
2017-09-21,67742,61353350
2017-09-22,70127,72541285
2017-09-23,62687,82291523
2017-09-24,57458,63905352
2017-09-25,69200,61002925
2017-09-26,71518,60574190
2017-09-27,69897,60200759
2017-09-28,70883,60845452
2017-09-29,67177,59783242
2017-09-30,50153,46673822
2017-10-01,55505,69855389
2017-10-02,65511,63109333
2017-10-03,69105,64038510
2017-10-04,71454,74940719
2017-10-05,70174,64555487
2017-10-06,70257,113623162
2017-10-07,63635,102754369
2017-10-08,41044,67055356
2017-10-09,38391,34611749
2017-10-10,74118,70673423
2017-10-11,63589,58575999
2017-10-12,61248,77749016
2017-10-13,67020,70646771
2017-10-14,58777,79003390
2017-10-15,56529,56326732
2017-10-16,61730,49739284
2017-10-17,64480,56426069
2017-10-18,70234,69463723
2017-10-19,72311,69225090
2017-10-20,72173,76382888
2017-10-21,65874,71658828
2017-10-22,62150,77159982
2017-10-23,69274,67423524
2017-10-24,48077,38217949
2017-10-25,71287,69801857
2017-10-26,64003,57504343
2017-10-27,69268,77796098
2017-10-28,61348,77969959
2017-10-29,9537,8313433
2017-10-30,49247,41309493
2017-10-31,60242,50375157
2017-11-01,60773,52826913
2017-11-02,70810,67664771
2017-11-03,71818,75597129
2017-11-04,53435,68659735
2017-11-05,34943,30224150
2017-11-06,57606,49438909
2017-11-07,36362,31363846
2017-11-08,54211,47833145
2017-11-09,58417,52616711
2017-11-10,38432,31625508
2017-11-11,28142,23195059
2017-11-12,32471,28962143
2017-11-13,38753,29037022
2017-11-14,52279,42785907
2017-11-15,54230,41371653
2017-11-16,49737,39157294
2017-11-17,48991,43131039
2017-11-18,27745,24320357
2017-11-19,31598,29392980
2017-11-20,45121,33786424
2017-11-21,52451,47211646
2017-11-22,32298,29342966
2017-11-23,13705,14432311
2017-11-24,23724,26914926
2017-11-25,30518,46507301
2017-11-26,27181,22334993
2017-11-27,46733,36674092
2017-11-28,51170,40086995
2017-11-29,55295,44317468
2017-11-30,51700,37076045
2017-12-01,50708,39478516
2017-12-02,38923,33843792
2017-12-03,33728,26614513
2017-12-04,49630,38296471
2017-12-05,41792,31177576
2017-12-06,46335,33909531
2017-12-07,45367,33227400
2017-12-08,41330,28921128
2017-12-09,10804,8936524
2017-12-10,19815,16471126
2017-12-11,41838,32606227
2017-12-12,42620,31261804
2017-12-13,32623,23103673
2017-12-14,27495,21945974
2017-12-15,22944,16162327
2017-12-16,19060,14016829
2017-12-17,22403,15639626
2017-12-18,40168,30755657
2017-12-19,49503,35126873
2017-12-20,41463,35292222
2017-12-21,37592,26293195
2017-12-22,34341,29900075
2017-12-23,9608,9975972
2017-12-24,13216,10427904
2017-12-25,6479,6510807
2017-12-26,14113,9951808
2017-12-27,16365,13475193
2017-12-28,13420,8869217
2017-12-29,13759,9010779
